"Name";"List of interests-value";"List of studies-value";"Professional Experience-value"
"camille 4";"{""interests"":[""Geopolitics : Active member of MUN (Model United Nations)."",""Scouting : Team Leader (3 years). Values of solidarity."",""Culture : Russian literature and South American cinema.""]}";"[{""dates"":""2023-2026"",""field"":""not found"",""university"":""University of Bordeaux"",""country or city"":""Bordeaux"",""level_of_degree"":""Bachelor in Political Science""},{""dates"":""not found"",""field"":""International Exchange: Semester"",""university"":""McGill University"",""country or city"":""Montreal, Canada"",""level_of_degree"":""not found""}]";"[{""dates"":""Summer 2025"",""company"":""NGO \""Education For All\"""",""job title"":""International Humanitarian Mission"",""description"":""· Coordinated a multicultural team of 5 international volunteers.\n\n· Taught French and provided tutoring (primary and middle school levels).\n\n· Managed camp logistics and relations with local stakeholders."",""country or city"":""Senegal""},{""dates"":""2024 - 2025"",""company"":""City Hall of Bordeaux"",""job title"":""Public Affairs Intern"",""description"":""· Drafted synthesis notes for elected officials and press releases.\n\n· Co-organized cultural and civic events (Budget: €50k).\n\n· Conducted legislative monitoring on environmental topics."",""country or city"":""Bordeaux""}]"
"camille 3";"{""interests"":[""Geopolitics : Active member of MUN (Model United Nations)."",""Scouting : Team Leader (3 years). Values of solidarity."",""Culture : Russian literature and South American cinema.""]}";"[{""dates"":""2023-2026"",""field"":""not found"",""university"":""University of Bordeaux"",""country or city"":""Bordeaux"",""level_of_degree"":""Bachelor in Political Science""},{""dates"":""not found"",""field"":""International Exchange: Semester"",""university"":""McGill University"",""country or city"":""Montreal, Canada"",""level_of_degree"":""not found""}]";"[{""dates"":""Summer 2025"",""company"":""NGO \""Education For All\"""",""job title"":""International Humanitarian Mission"",""description"":""· Coordinated a multicultural team of 5 international volunteers.\n\n· Taught French and provided tutoring (primary and middle school levels).\n\n· Managed camp logistics and relations with local stakeholders."",""country or city"":""Senegal""},{""dates"":""2024 - 2025"",""company"":""City Hall of Bordeaux"",""job title"":""Public Affairs Intern"",""description"":"". Drafted synthesis notes for elected officials and press releases.\n\n· Co-organized cultural and civic events (Budget: €50k).\n\n· Conducted legislative monitoring on environmental topics."",""country or city"":""Bordeaux""}]"
"camille 2";"[""Geopolitics : Active member of MUN (Model United Nations)."",""Scouting : Team Leader (3 years). Values of solidarity."",""Culture : Russian literature and South American cinema.""]";"[{""dates"":""2023-2026"",""field"":""not found"",""university"":""University of Bordeaux"",""country or city"":""Bordeaux"",""level_of_degree"":""Bachelor in Political Science""},{""dates"":""not found"",""field"":""International Exchange"",""university"":""McGill University"",""country or city"":""Montreal, Canada"",""level_of_degree"":""not found""}]";"[{""dates"":""Summer 2025"",""company"":""NGO \""Education For All\"""",""job title"":""International Humanitarian Mission"",""description"":""· Coordinated a multicultural team of 5 international volunteers.\n\n· Taught French and provided tutoring (primary and middle school levels).\n\n· Managed camp logistics and relations with local stakeholders."",""country or city"":""Senegal""},{""dates"":""2024 - 2025"",""company"":""City Hall of Bordeaux"",""job title"":""Public Affairs Intern"",""description"":""· Drafted synthesis notes for elected officials and press releases.\n\n· Co-organized cultural and civic events (Budget: €50k).\n\n· Conducted legislative monitoring on environmental topics."",""country or city"":""Bordeaux""}]"
"camille 10";"{""interests"":[""Geopolitics : Active member of MUN (Model United Nations)."",""Scouting : Team Leader (3 years). Values of solidarity."",""Culture : Russian literature and South American cinema.""]}";"[{""dates"":""2023-2026"",""field"":""not found"",""university"":""University of Bordeaux"",""country or city"":""Bordeaux"",""level_of_degree"":""Bachelor in Political Science""},{""dates"":""not found"",""field"":""International Exchange"",""university"":""McGill University"",""country or city"":""Montreal, Canada"",""level_of_degree"":""not found""}]";"[{""dates"":""Summer 2025"",""company"":""NGO \""Education For All\"""",""job title"":""International Humanitarian Mission"",""description"":""· Coordinated a multicultural team of 5 international volunteers.\n\n· Taught French and provided tutoring (primary and middle school levels).\n\n· Managed camp logistics and relations with local stakeholders."",""country or city"":""Senegal""},{""dates"":""2024 - 2025"",""company"":""City Hall of Bordeaux"",""job title"":""Public Affairs Intern"",""description"":""· Drafted synthesis notes for elected officials and press releases.\n\n· Co-organized cultural and civic events (Budget: €50k).\n\n· Conducted legislative monitoring on environmental topics."",""country or city"":""Bordeaux""}]"
"camille 1";"{""interests"":[""Geopolitics : Active member of MUN (Model United Nations)."",""Scouting : Team Leader (3 years). Values of solidarity."",""Culture : Russian literature and South American cinema.""]}";"[{""dates"":""2023-2026"",""field"":""not found"",""university"":""University of Bordeaux"",""country or city"":""Bordeaux"",""level_of_degree"":""Bachelor in Political Science""},{""dates"":""not found"",""field"":""International Exchange: Semester"",""university"":""McGill University"",""country or city"":""Montreal, Canada"",""level_of_degree"":""not found""}]";"[{""dates"":""Summer 2025"",""company"":""NGO \""Education For All\"""",""job title"":""International Humanitarian Mission"",""description"":""· Coordinated a multicultural team of 5 international volunteers.\n\n· Taught French and provided tutoring (primary and middle school levels).\n\n· Managed camp logistics and relations with local stakeholders."",""country or city"":""Senegal""},{""dates"":""2024 - 2025"",""company"":""City Hall of Bordeaux"",""job title"":""Public Affairs Intern"",""description"":""· Drafted synthesis notes for elected officials and press releases.\n\n· Co-organized cultural and civic events (Budget: €50k).\n\n· Conducted legislative monitoring on environmental topics."",""country or city"":""Bordeaux""}]"
"amelie 9";"{""interests"":[""ENVIRONMENTAL ENGAGEMENT"",""ACTIVE PARTICIPATION IN CLIMAȚE-RELATED STUDENT INIȚIATIVEȘ."",""YOGA & MINDFULNESS"",""REGULAR PRACTICE FOCUSED ON BALANCE AND RESILIENCE.""]}";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""Paris School of Economics (Joint Program)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""2022"",""field"":""Economics & Sciences"",""university"":""Lycee Louis-Le-Grand, Paris"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""JUNE - DECEMBER 2024"",""company"":""EY CLIMATE CHANGE & SUSTAINABILITY SERVICES"",""job title"":""SUSTAINABILITY CONSULTING INTERN"",""description"":""CONTRIBUTED TO ESG DIAGNOSTICS AND CARBON FOOTPRINT ANALYSES FOR CORPORATE CLIENTS.\nASSISTED IN THE PREPARATION OF SUSTAINABILITY REPORTS ALIGNED WITH CSRD STANDARDS.\nCONDUCTED BENCHMARKING ON SUSTAINABLE BUSINESS PRACTICES ACROSS INDUSTRIES."",""country or city"":""PARIS""},{""dates"":""SEPTEMBER 2023 - MAY 2024"",""company"":""ENVIRONMENTAL NGO"",""job title"":""PROJECT COORDINATOR (PART-TIME)"",""description"":""COORDINATED SUSTAINABILITY AWARENESS PROJECTS WITH UNIVERSITIES.\nMANAGED PROJECT TIMELINES, BUDGETS, AND STAKEHOLDER COMMUNICATION.\nPREPARED IMPACT ASSESSMENT REPORTS."",""country or city"":""PARIS""}]"
"amelie 8";"{""interests"":[""Environmental Engagement"",""Active participation in climate-related student initiatives."",""Yoga & Mindfulness"",""Regular practice focused on balance and resilience.""]}";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""Paris School of Economics (Joint Program)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""2022"",""field"":""Economics & Sciences"",""university"":""Lycee Louis-le-Grand, Paris"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""EY Climate Change & Sustainability Services"",""job title"":""Sustainability Consulting Intern"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients.\nAssisted in the preparation of sustainability reports aligned with CSRD standards.\nConducted benchmarking on sustainable business practices across industries."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""Environmental NGO"",""job title"":""Project Coordinator (Part-time)"",""description"":""Coordinated sustainability awareness projects with universities.\nManaged project timelines, budgets, and stakeholder communication.\nPrepared impact assessment reports."",""country or city"":""Paris""}]"
"amelie 7";"{""interests"":[""Environmental Engagement"",""Active participation in climate-related student initiatives."",""Yoga & Mindfulness"",""Regular practice focused on balance and resilience.""]}";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""Paris School of Economics (Joint Program)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""2022"",""field"":""Economics & Sciences"",""university"":""Lycee Louis-le-Grand, Paris"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""EY Climate Change & Sustainability Services"",""job title"":""Sustainability Consulting Intern"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients.\n\nAssisted in the preparation of sustainability reports aligned with CSRD standards.\n\nConducted benchmarking on sustainable business practices across industries."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""Environmental NGO"",""job title"":""Project Coordinator (Part-time)"",""description"":""Coordinated sustainability awareness projects with universities.\n\nManaged project timelines, budgets, and stakeholder communication.\n\nPrepared impact assessment reports."",""country or city"":""Paris""}]"
"amelie 6";"{""interests"":[""Environmental Engagement"",""Active participation in climate-related student initiatives."",""Yoga & Mindfulness"",""Regular practice focused on balance and resilience.""]}";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""Paris School of Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""2022"",""field"":""Economics & Sciences"",""university"":""Lycee Louis-le-Grand"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""EY Climate Change & Sustainability Services"",""job title"":""Sustainability Consulting Intern"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients.\nAssisted in the preparation of sustainability reports aligned with CSRD standards.\nConducted benchmarking on sustainable business practices across industries."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""Environmental NGO"",""job title"":""Project Coordinator (Part-time)"",""description"":""Coordinated sustainability awareness projects with universities.\nManaged project timelines, budgets, and stakeholder communication.\nPrepared impact assessment reports."",""country or city"":""Paris""}]"
"amelie 5";"[""Environmental Engagement"",""Active participation in climate-\nrelated student initiatives."",""Yoga & Mindfulness"",""Regular practice focused on\nbalance and resilience.""]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""Paris School of Economics (Joint Program)"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""2022"",""field"":""Economics & Sciences"",""university"":""Lycee Louis-le-Grand, Paris"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""EY Climate Change & Sustainability Services"",""job title"":""Sustainability Consulting Intern"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients.\n\nAssisted in the preparation of sustainability reports aligned with CSRD standards.\n\nConducted benchmarking on sustainable business practices across industries."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""Environmental NGO"",""job title"":""Project Coordinator (Part-time)"",""description"":""Coordinated sustainability awareness projects with universities.\n\nManaged project timelines, budgets, and stakeholder communication.\n\nPrepared impact assessment reports."",""country or city"":""Paris""}]"
